SbjNum,Where TV was watched P7D,Other Locations where TV was watched P7D,Usually access to TV channel(s),6 am to 9 am,9 am to 12 pm,12 pm to 3 pm,3 pm to 6 pm,6 pm to 9 pm,9 pm to 1 am,1 am to 6 am,,Favourite or Most Preferred Television Station,Reasons for Favourite or Most Preferred Television Station,Preferred days of the week to watch,Types of TV programmes like to watch,Other Types of TV programmes like to watch,ZNBC TV1 programmes watched in P7D,Other ZNBC TV1 programmes watched in P7D,ZNBC TV2 programmes watched in P7D,Other ZNBC TV2 programmes watched in P7D,ZNBC TV1 programmes watched in P7D,ZNBC TV2 programmes watched in P7D,Muvi TV,Mobi Tv,CBC TV,CBS TV,TBN,Africa Unite,DSTV,My TV,GOTV,Prime TV,Echo TV,City Channel Cable Network TV,North-Western TV,Diamond TV,Kwese TV,Don’t know/ don’t watch these types of programmes,Other (specify),"Best TV stations for News/current affairs, Sports, Entertainment, Education, Religious issues, Political issues, Movies, Dramas"
60558640,"At home,In a restaurant,In a market place", ,On a TV set,Do not watch at this time,Do not watch at this time,5 days per week,Do not watch at this time,7 days per week,7 days per week,Do not watch at this time,,TV 2,"it brings reality news, good local music and local movies",Thursday,"Soccer commentaries,Other sports,Documentaries,African movies,American movies,Mexican movies,South African drama programmes,Local drama", ,, ,Movie, ,News & current affairs,Entertainment,Dramas,None/Don’t know,Dramas,Political issues,Religious issues,Education,Entertainment,Entertainment,Entertainment,Political issues,Education,Dramas,Dramas,Movies,News & current affairs,,, 
60558982,At home, ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,Do not watch at this time,,Zee World,because it different of telemondo,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Indian movies,, ,, ,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60558985,At home, ,On a TV set,Do not watch at this time,1 day per week,Do not watch at this time,Less than that,2 days per week,2 days per week,Do not watch at this time,,Hope Channel,they're great gospel songs and prayer programmes,Thursday,,gospel songs and prayer programmes,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,Movies,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60559081,At home, ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,,Iroko Play-African Movies,I love watching  Nigerian  movies,"Saturday,Sunday",,youth programmes  such as y zone,, ,, ,Education,News & current affairs,Dramas,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Sports,Dramas,Entertainment,Education,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60559082,At home, ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,Do not watch at this time,,Zee World,I love the  Indian drama series,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Local drama, ,, ,, ,News & current affairs,Dramas,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,Movies,None/Don’t know,Movies,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60559105,At home, ,On a TV set,2 days per week,5 days per week,5 days per week,1 day per week,3 days per week,Do not watch at this time,Do not watch at this time,,{0},church programin,"Monday,Wednesday,Friday,Saturday,Sunday","African movies,American movies,Mexican movies", ,"News,Focus", ,"Morning Live,War between", ,Entertainment,Religious issues,Political issues,Political issues,Religious issues,Entertainment,Entertainment,Education,Entertainment,Political issues,Education,Political issues,None/Don’t know,Dramas,None/Don’t know,Movies,None/Don’t know,,, 
60559106,At home, ,On a TV set,2 days per week,Less than that,Less than that,Less than that,Less than that,Less than that,Do not watch at this time,,TV1,news nd current affairs,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","Soccer commentaries,Other sports,Documentaries,African movies", ,"News,Sounds Arcade,Focus,Faith Gospel", ,"Kelvin Hill,Destiny River", ,Entertainment,Education,Religious issues,Political issues,Movies,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Entertainment,Entertainment,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,,, 
60559161,At home, ,On a TV set,1 day per week,2 days per week,7 days per week,7 days per week,5 days per week,2 days per week,7 days per week,,Food Network,to know to cook,Monday,, ,, ,, ,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60559162,"Another household (friends, relatives house)", ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,,Novela E1,good movies,Sunday,, ,, ,, ,News & current affairs,Dramas,Entertainment,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,Movies,None/Don’t know,Movies,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60559165,At home, ,On a TV set,7 days per week,6 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,,African magic,good movies,Monday,"Documentaries,African movies", ,, ,, ,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,None/Don’t know,Movies,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60559241,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Less than that,7 days per week,Less than that,Do not watch at this time,,One Gospel,It uplifts my spirit,Monday,,listening to music,News, ,, ,News & current affairs,News & current affairs,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60559883,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,7 days per week,5 days per week,7 days per week,Less than that,Do not watch at this time,,SuperSport 9,I love wrestling and football,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Soccer commentaries,African movies,Local drama", ,"News,Sunday Interview", ,Other (specify),none,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,Sports,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60559884,Other (specify),I am not interested,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,,Nat Geo Wild,I was born in village and I live in a rural so nature impresses me,Sunday,, ,Other (specify),Four nations tournament,, ,News & current affairs,None/Don’t know,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60560017,At home, ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,,African magic,african movies,Saturday,, ,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60560018,At home, ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,,Nickelodeon,good programme,"Wednesday,Thursday,Friday",,cartoon,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60560019,At home, ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,,Emmanuel TV,marrage,Wednesday,,gospel,, ,, ,News & current affairs,News & current affairs,Religious issues,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,,, 
60560263,"At home,In a market place", ,On a TV set,Less than that,Less than that,Less than that,2 days per week,7 days per week,7 days per week,Do not watch at this time,,Emmanuel TV,religious tv station,"Saturday,Sunday","African movies,American movies,Mexican movies,Local drama,Magazine", ,, ,, ,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60560264,"At home,Another household (friends, relatives house)", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,3 days per week,Do not watch at this time,3 days per week,Do not watch at this time,,Discovery Channel,magic programs,"Monday,Saturday","Soccer commentaries,Documentaries,American movies", ,, ,, ,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Movies,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,Entertainment,,, 
60560265,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Less than that,Less than that,7 days per week,7 days per week,Do not watch at this time,,BBC World News,wide content of news,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Soccer commentaries,Other sports,Documentaries,Local drama,Magazine", ,News, ,, ,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,News & current affairs,Entertainment,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,,, 
60560266,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,7 days per week,7 days per week,Do not watch at this time,,Zee World,its interesting,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Other sports,African movies,American movies,Local drama", ,, ,, ,News & current affairs,Sports,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60560267,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,7 days per week,7 days per week,Do not watch at this time,,Zee World,i like movies there,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Documentaries,African movies,Local drama,Magazine", ,News, ,, ,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,,, 
60560376,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60560778,At home, ,On a TV set,7 days per week,7 days per week,4 days per week,4 days per week,3 days per week,2 days per week,2 days per week,,African magic,good movies,Tuesday,"Soccer commentaries,African movies", ,, ,, ,News & current affairs,Sports,Movies,None/Don’t know,Movies,News & current affairs,Religious issues,None/Don’t know,None/Don’t know,None/Don’t know,Movies,Movies,None/Don’t know,Entertainment,None/Don’t know,Entertainment,None/Don’t know,,, 
60560909,At home, ,On a TV set,2 days per week,1 day per week,1 day per week,1 day per week,4 days per week,Do not watch at this time,Do not watch at this time,,Zee World,I like the movies,"Monday,Wednesday,Saturday,Sunday","African movies,American movies,Mexican movies,South African drama programmes", ,, ,, ,Entertainment,Education,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,Religious issues,Entertainment,Entertainment,None/Don’t know,Entertainment,Political issues,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,,, 
60560910,"At home,Another household (friends, relatives house)", ,On a TV set,1 day per week,Do not watch at this time,Do not watch at this time,Do not watch at this time,3 days per week,Do not watch at this time,Do not watch at this time,,Zee World,their movies r educative,"Monday,Tuesday,Thursday,Sunday","Documentaries,African movies,American movies,Mexican movies", ,"News,Sports -on", ,Movie, ,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,Movies,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Political issues,None/Don’t know,,, 
