SbjNum,Mobile Money Providers/MSP Awareness,Mobile Money Providers/MSP registered with or Used',Q64.      Other Mobile Money Providers/MSP registered with or Used',Airtel (Airtel Money),MTN (MTN Mobile Money),Zamtel,Zoona,Zanaco (Zapit),FNB (ewallet),Shoprite,Zampost,{0},None,Airtel (Airtel Money),Ever Used Airtel (Airtel Money),MTN (MTN Mobile Money),Ever Used MTN (MTN Mobile Money),Zamtel,Ever Used Zamtel,Zoona,Ever Used Zoona,Zanaco (Zapit),Ever Used Zanaco (Zapit),FNB (ewallet),Ever Used FNB (ewallet),Shoprite,Ever Used Shoprite,Zampost,Ever Used Zampost,{0},Ever Used {0},None,None,#N/A,Airtel (Airtel Money),MTN (MTN Mobile Money),Zamtel,Zoona,Zanaco (Zapit),FNB (ewallet),Shoprite,Zampost,{0},None
60583052,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60583053,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60583123,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60583133,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60583134,Yes,"MTN (MTN Mobile Money),Zanaco (Zapit)", ,,Yes,,,Yes,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,Satisfied,,,,,
60583198,Yes,MTN (MTN Mobile Money), ,,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60583199,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60583200,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Dissatisfied,,,,,,,,
60583201,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60583202,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,,,,,,,
60583203,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60583347,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60583348,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,Recharged your airtime, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,,,,,,,
60583349,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60583350,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60583351,Yes,"MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),Shoprite", ,,Yes,,Yes,Yes,,Yes,,,,, ,Paid a bill, ,, ,Paid a bill, ,, ,, ,Paid a bill, ,, ,, ,, ,,,Satisfied,,Satisfied,Satisfied,,Satisfied,,,
60583352,Yes,"Airtel (Airtel Money),Zoona", ,Yes,,,Yes,,,,,,,Recharged your airtime, ,, ,, ,Paid a bill, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,Satisfied,,,,,,
60583353,Yes,"Zamtel,Zoona,Shoprite", ,,,Yes,Yes,,,Yes,,,,, ,, ,Paid a bill, ,Paid a bill, ,, ,, ,Paid a bill, ,, ,, ,, ,,,,Satisfied,Satisfied,,,Satisfied,,,
60584014,Yes,"Airtel (Airtel Money),Zanaco (Zapit)", ,No,,,,Yes,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60584015,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Dissatisfied
60584110,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,"Paid a bill,Withdrawn money", ,, ,"Other (specify),Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,Extremely satisfied,,,,,,
60584111,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60584112,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Sent money by SMS to another mobile number,Paid a bill,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60585280,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,Recharged your airtime, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,Satisfied,,,,,,
60585281,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,,,,,,
60585282,Yes,"Airtel (Airtel Money),Zoona,Zanaco (Zapit)", ,Yes,,,Yes,Yes,,,,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number", ,, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,Satisfied,Satisfied,,,,,
60585283,Yes,"MTN (MTN Mobile Money),Zoona,Shoprite", ,,Yes,,Yes,,,Yes,,,,, ,"Recharged your airtime,Withdrawn money", ,, ,Withdrawn money, ,, ,, ,Withdrawn money, ,, ,, ,, ,,,Satisfied,,Satisfied,,,Satisfied,,,
60585284,Yes,"MTN (MTN Mobile Money),Zoona,Shoprite", ,,Yes,,Yes,,,Yes,,,,, ,Withdrawn money, ,, ,Withdrawn money, ,, ,, ,Other (specify), ,, ,, ,, ,,,Satisfied,,Satisfied,,,Neither satisfied nor dissatisfied,,,
60585285,Yes,"MTN (MTN Mobile Money),Zoona,Shoprite", ,,Yes,,Yes,,,Yes,,,,, ,Withdrawn money, ,, ,Withdrawn money, ,, ,, ,Withdrawn money, ,, ,, ,, ,,,Satisfied,,Satisfied,,,Satisfied,,,
60585286,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,FNB (ewallet)", ,Yes,Yes,,Yes,,Yes,,,,,"Paid a bill,Withdrawn money", ,Withdrawn money, ,, ,Withdrawn money, ,, ,Recharged your airtime, ,, ,, ,, ,, ,,Satisfied,Satisfied,,Satisfied,,Satisfied,,,,
60585748,Yes,"Airtel (Airtel Money),Zoona,Shoprite,Other (specify)",Barclays,Yes,,,Yes,,,Yes,,Yes,,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,,Satisfied,,,Satisfied,,,Satisfied,,Satisfied,
60585802,Yes,"Airtel (Airtel Money),Zoona,Shoprite", ,Yes,,,Yes,,,Yes,,,,"Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,Withdrawn money, ,, ,, ,, ,,Satisfied,,,Satisfied,,,Satisfied,,,
60586416,Yes,"Airtel (Airtel Money),Zoona,Shoprite,Zampost", ,Yes,,,Yes,,,Yes,No,,,"Recharged your airtime,Withdrawn money", ,, ,, ,Sent money by SMS to another mobile number, ,, ,, ,Withdrawn money, ,Haven’t used any services, ,, ,, ,,Extremely satisfied,,,Neither satisfied nor dissatisfied,,,Neither satisfied nor dissatisfied,Satisfied,,
60587835,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,"Withdrawn money,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,,,,,,,,,
60587836,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zamtel,Zoona", ,Yes,Yes,Yes,Yes,,,,,,,"Recharged your airtime,Withdrawn money", ,"Recharged your airtime,Withdrawn money", ,Withdrawn money, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely dissatisfied,,,,,,
60587930,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60588021,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,"Paid a bill,Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,,,,,,,
60588022,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588023,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60588024,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number", ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60588025,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,"Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,,,,,,,
60588026,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60588027,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Sent money by SMS to another mobile number,Paid a bill,Withdrawn money", ,"Withdrawn money,Paid a bill,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60588153,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zamtel,Zoona,Zanaco (Zapit),Shoprite", ,Yes,No,No,Yes,Yes,,Yes,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588154,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,Yes,No,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588155,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,Withdrawn money, ,"Withdrawn money,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,Extremely satisfied,,,,,,,,
60588156,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Zampost", ,No,No,,Yes,,,,Yes,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588157,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,No,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588158,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Recharged your airtime,Withdrawn money", ,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Extremely satisfied,,,,,,,,
60588159,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,No,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588160,Yes,FNB (ewallet), ,,,,,,Yes,,,,,, ,, ,, ,, ,, ,"Paid a bill,Withdrawn money", ,, ,, ,, ,, ,,,,,,,Extremely satisfied,,,,
60588161,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Paid a bill,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60588162,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588163,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588167,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60588168,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,No,Yes,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588169,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60588170,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,,,,,,,
60588790,Yes,"MTN (MTN Mobile Money),Zoona,Zampost", ,,Yes,,Yes,,,,Yes,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,Sent money by SMS to another mobile number, ,, ,, ,, ,Withdrawn money, ,, ,, ,,,Neither satisfied nor dissatisfied,,Neither satisfied nor dissatisfied,,,,Satisfied,,
60588791,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Sent money by SMS to another mobile number,Withdrawn money", ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,Extremely satisfied,,,,,,,,
60588792,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,,,,,,
60588793,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588794,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60588795,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60588796,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,"Recharged your airtime,Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60588797,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60595421,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,FNB (ewallet)", ,Yes,Yes,,Yes,,Yes,,,,,"Withdrawn money,Recharged your airtime", ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,Withdrawn money, ,, ,Withdrawn money, ,, ,, ,, ,, ,,Satisfied,Satisfied,,Neither satisfied nor dissatisfied,,Satisfied,,,,
60595422,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,,,,,,
60595423,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,Yes,Yes,,Yes,,,,,,,"Withdrawn money,Sent money to a bank account,Sent money by SMS to another mobile number,Paid a bill,Recharged your airtime", ,"Sent money to a bank account,Withdrawn money", ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,Satisfied,,,,,,
60595424,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,FNB (ewallet)", ,Yes,Yes,,Yes,,Yes,,,,,"Sent money to a bank account,Withdrawn money", ,"Sent money to a bank account,Withdrawn money", ,, ,Withdrawn money, ,, ,Withdrawn money, ,, ,, ,, ,, ,,Satisfied,Satisfied,,Satisfied,,Satisfied,,,,
60595425,Yes,"Airtel (Airtel Money),Zoona,Zanaco (Zapit),FNB (ewallet)", ,Yes,,,Yes,Yes,Yes,,,,,"Sent money to a bank account,Withdrawn money,Paid a bill,Recharged your airtime", ,, ,, ,Withdrawn money, ,, ,Withdrawn money, ,, ,, ,, ,, ,,Satisfied,,,Satisfied,Satisfied,Satisfied,,,,
60595426,Yes,"Airtel (Airtel Money),Zoona,Zanaco (Zapit)", ,Yes,,,Yes,Yes,,,,,,"Withdrawn money,Sent money to a bank account", ,, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,Satisfied,Satisfied,,,,,
60595927,Yes,"Zoona,Shoprite", ,,,,Yes,,,No,,,,, ,, ,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,Withdrawn money, ,, ,, ,, ,,,,,Extremely satisfied,,,Satisfied,,,
60595928,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),FNB (ewallet),Shoprite,Zampost", ,Yes,Yes,,No,Yes,Yes,No,No,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60595929,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60595930,Yes,"Airtel (Airtel Money),Zoona", ,Yes,,,Yes,,,,,,,Sent money by SMS to another mobile number, ,, ,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,,,Extremely satisfied,,,,,,
60595931,Yes,"MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),FNB (ewallet)", ,,No,,No,Yes,Yes,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60596170,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60596171,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Shoprite", ,Yes,Yes,,,,,Yes,,,,"Sent money by SMS to another mobile number,Withdrawn money,Paid a bill", ,"Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,Withdrawn money, ,, ,, ,, ,,Extremely satisfied,Satisfied,,,,,Extremely satisfied,,,
60596986,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60597315,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60597711,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60597809,Yes,"MTN (MTN Mobile Money),FNB (ewallet)", ,,Yes,,,,Yes,,,,,, ,"Recharged your airtime,Paid a bill,Online shopping,Withdrawn money", ,, ,, ,, ,Recharged your airtime, ,, ,, ,, ,, ,,,Extremely satisfied,,,,Extremely satisfied,,,,
60598338,Yes,None, ,,,,,,,,,,Yes,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60598428,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60598577,Yes,"MTN (MTN Mobile Money),Zoona,Shoprite", ,,Yes,,Yes,,,Yes,,,,, ,Haven’t used any services, ,, ,Sent money by SMS to another mobile number, ,, ,, ,Sent money by SMS to another mobile number, ,, ,, ,, ,,,Satisfied,,Satisfied,,,Dissatisfied,,,
60598761,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60598987,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Paid a bill, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60599173,Yes,"MTN (MTN Mobile Money),Zamtel", ,,Yes,Yes,,,,,,,,, ,"Withdrawn money,Other (specify)", ,"Withdrawn money,Other (specify)", ,, ,, ,, ,, ,, ,, ,, ,,,Extremely dissatisfied,Extremely satisfied,,,,,,,
60599271,Yes,"MTN (MTN Mobile Money),Shoprite", ,,Yes,,,,,Yes,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,Withdrawn money, ,, ,, ,, ,,,Extremely satisfied,,,,,Extremely satisfied,,,
60599272,Yes,"Airtel (Airtel Money),Zoona", ,Yes,,,Yes,,,,,,,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,Satisfied,,,Satisfied,,,,,,
60599944,Yes,MTN (MTN Mobile Money), ,,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60600028,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,,,,,,
60600214,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60600380,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60600483,Yes,"Airtel (Airtel Money),Zoona,Zanaco (Zapit),Shoprite,Zampost", ,Yes,,,Yes,Yes,,Yes,No,,,"Recharged your airtime,Withdrawn money", ,, ,, ,Sent money by SMS to another mobile number, ,, ,, ,Sent money to a bank account, ,Haven’t used any services, ,, ,, ,,Extremely satisfied,,,Satisfied,Satisfied,,Satisfied,Extremely satisfied,,
60600600,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60600703,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60600876,Yes,Zoona, ,,,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60600992,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60601247,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Paid a bill,Withdrawn money,Sent money by SMS to another mobile number,Recharged your airtime", ,"Paid a bill,Sent money by SMS to another mobile number,Sent money to a bank account", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60601393,Yes,"Zoona,Shoprite", ,,,,No,,,No,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60601394,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,Yes,Yes,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60601395,Yes,"MTN (MTN Mobile Money),Zoona,Other (specify)",western union,,Yes,,No,,,,,No,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60601396,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60601397,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Withdrawn money,Paid a bill,Sent money by SMS to another mobile number", ,"Recharged your airtime,Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60601398,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Other (specify), ,,,,,,,,,,,Neither satisfied nor dissatisfied
60601399,Yes,MTN (MTN Mobile Money), ,,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60601601,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,,,,,,
60601635,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60601686,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Recharged your airtime,Other (specify)", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60601687,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60601857,Yes,"MTN (MTN Mobile Money),Zanaco (Zapit),FNB (ewallet)", ,,Yes,,,Yes,Yes,,,,,, ,"Paid a bill,Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,Withdrawn money, ,, ,, ,, ,, ,,,Satisfied,,,Dissatisfied,Extremely satisfied,,,,
60602111,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60602198,Yes,"MTN (MTN Mobile Money),Zoona,Zampost", ,,Yes,,Yes,,,,Yes,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Other (specify),Withdrawn money", ,, ,, ,, ,Haven’t used any services, ,, ,, ,,,Extremely satisfied,,Satisfied,,,,Neither satisfied nor dissatisfied,,
60602199,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,Withdrawn money, ,"Sent money by SMS to another mobile number,Withdrawn money,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,Extremely satisfied,,,,,,,,
60602219,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Paid a bill,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
