SbjNum,TOM - TV Spontaneous Awareness,Other Mentions - TV Spontaneous Awareness,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
60457317,"M-Net Movies Action,TBN", ,"African Magic, Zambezi Magic,Al Jazeera,Animal Planet,B4U Movies","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,M-Net Movies Action,TBN","African Magic, Zambezi Magic,Animal Planet,M-Net Movies Action,TBN","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,M-Net Movies Action,TBN","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,M-Net Movies Action,TBN","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,M-Net Movies Action,TBN"
60470308,"SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,Telemundo,TV 2,TV1,-2", ,"Al Jazeera,BBC World News,Cartoon network,CNN,E! Entertainment","SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 7,Supersport Blitz",SuperSport 3,SuperSport 3,SuperSport 3,SuperSport 3
60478902,"Discovery Channel,MTV,Nickelodeon,Prime Television,TBN,TV 2,TV1", ,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,Fashion TV,M-Net Movies Action +,QTV Zambia","African Magic, Zambezi Magic,M-Net Movies Action +,QTV Zambia,TBN,TV 2,TV1",M-Net Movies Action +,"African Magic, Zambezi Magic,M-Net Movies Action +,TV 2","African Magic, Zambezi Magic,M-Net Movies Action +,TBN","African Magic, Zambezi Magic,M-Net Movies Action +,QTV Zambia,TBN,TV 2,TV1"
60478903,"CBC TV,M-Net Movies Action +,MTV Base,Prime Television,SuperSport 9,TV 2,TV 3,TV1", ,"African Magic, Zambezi Magic,B4U Movies,BBC World News,CCTV News,Channel O","BBC World News,CCTV News,Prime Television,TV1","BBC World News,Prime Television","BBC World News,CCTV News,Prime Television,TV1","BBC World News,CCTV News,Prime Television,TV1","BBC World News,CCTV News,Prime Television,TV1"
60492139,"Mobi Tv,Muvi TV,Q TV,Diamond", ,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,B4U Movies,Baby TV,Bollywood,Cartoon network,Channel O,Discovery Channel,Discovery Family,Disney Channel,E Africa,E! Entertainment,Emmanuel TV,E-Stars,Fashion TV,Jim Jam,M-Net,M-Net Movies Action,M-Net Movies Zone,MTV Base,Novela E1,Parliament TV,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,TLC Entertainment,Zee World,Zing","African Magic, Zambezi Magic,African Movie Channel (AMC),Jim Jam,M-Net,MTV Base,Telemundo,Zee World","African Magic, Zambezi Magic,Jim Jam,Telemundo,Zee World","African Magic, Zambezi Magic,African Movie Channel (AMC),Jim Jam,M-Net,MTV Base,Telemundo,Zee World","African Magic, Zambezi Magic,African Movie Channel (AMC),Jim Jam,M-Net,MTV Base,Telemundo,Zee World","African Magic, Zambezi Magic,African Movie Channel (AMC),Jim Jam,M-Net,MTV Base,Telemundo,Zee World"
60492140,"MTV Base,Muvi TV,Parliament TV,TV 2,TV 3,TV1", ,"African Magic, Zambezi Magic,Al Jazeera,Baby TV,BBC World News,Boomerang,Discovery Channel,Discovery Family,Jim Jam,M-Net Movies Action,M-Net Movies Premier,Star KungFu 1,Star Movies 1,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,TCM,Telemundo,TLC Entertainment,Trace Gospel,Trace Muzik,Trace Sports Stars,Diamond","M-Net Movies Action,Star KungFu 1,SuperSport 3,SuperSport 7,SuperSport 9,Supersport Blitz,TV 2,TV 3,TV1","SuperSport 3,TV 2","SuperSport 3,Supersport Blitz,TV 2,TV1","SuperSport 3,Supersport Blitz,TV 2,TV1","M-Net Movies Action,Star KungFu 1,SuperSport 3,SuperSport 7,SuperSport 9,Supersport Blitz,TV 2,TV 3,TV1"
60492141,"African Magic, Zambezi Magic,BBC Earth,BBC Lifestyle,BBC World News,E! Entertainment,M-Net,MTV Base,SuperSport 3,Supersport Blitz,Telemundo,Trace Urban,TV 2,TV 3,TV1", ,"ABN TB,Al Jazeera,AMC Series,Animal Planet,B4U Movies,BBC Brit,BET,Bloomberg,Bollywood,Boomerang,Cartoon network,CBC TV,Cbeebies,CCTV 9 Documentary,Channel O,CNBC,CNN,Comedy Central,Crime + Investigation,Da Vinci Learning,Discovery Channel,Discovery IDX,Disney Channel,Disney XD,Emmanuel TV,ESPN,Fashion TV,Food Network,Fox,Fox Entertainment,Fox Sports,France 24,FX,History,Hope Channel,ID Investigation Discovery,kyk NET,Learn Tv,Lifetime,Mindset,M-Net City,M-Net Edge,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Showcase,Mobi Tv,MTV,Mzansi,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,One Gospel,Parliament TV,Prime Television,SABC,Sky News,Sony Max,SuperSport,SuperSport 9,SuperSport Select,TCM,Diamond","Cartoon network,M-Net,Mobi Tv,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,SuperSport 3,Supersport Blitz,TV 2,TV 3,TV1,Diamond",SuperSport 3,"M-Net,SuperSport 3,TV 2,TV1","M-Net,MTV Base,Nat Geo Wild,SuperSport 3,Supersport Blitz,TV 2,TV1","Cartoon network,M-Net,Mobi Tv,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,SuperSport 3,Supersport Blitz,TV 2,TV 3,TV1,Diamond"
60492142,"M-Net,MTV Base,National Geographic Channel,Nickelodeon,SuperSport 3,SuperSport 9,Supersport Blitz,Telemundo,TV 2,TV1,Diamond", ,"Bloomberg,Bollywood,Boomerang,Fashion TV,Fox Movies,Fox Movies +2,Fox News,Fox Sports,Fox Sports 2,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,Mobi Tv,MTV,Nat Geo Gold,Nat Geo Wild,Parliament TV,Q TV,QTV Zambia,SABC,Star Bollywood,Star KungFu 1,Star Movies 1,SuperSport 1,SuperSport 2,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport Select,TBN,TCM,Telly Track,TLC Entertainment,Trace Gospel","Bloomberg,Fox Movies,Fox Movies +2,Fox Sports,M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nickelodeon,Parliament TV,QTV Zambia,SABC,Star Bollywood,Star KungFu 1,Star Movies 1,SuperSport 3,SuperSport 4,SuperSport 7,SuperSport 9,Supersport Blitz,SuperSport Select,TV 2,TV1,Diamond","SuperSport 3,Supersport Blitz,TV 2,TV1","M-Net Movies Action,M-Net Movies Action +,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nickelodeon,SABC,Star KungFu 1,SuperSport 3,SuperSport 9,Supersport Blitz,TV 2,TV1,Diamond","Fox Movies +2,M-Net,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nickelodeon,SABC,TV 2,TV1,Diamond","Bloomberg,Fox Movies,Fox Movies +2,Fox Sports,M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nickelodeon,Parliament TV,QTV Zambia,SABC,Star Bollywood,Star KungFu 1,Star Movies 1,SuperSport 3,SuperSport 4,SuperSport 7,SuperSport 9,Supersport Blitz,SuperSport Select,TV 2,TV1,Diamond"
60492143,"Nat Geo Gold,Nat Geo Wild,Star KungFu 1,Star Movies 1,SuperSport 3,Supersport Blitz,Telemundo,TV 2,TV 3,TV1,Diamond", ,"Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),Baby TV,Boomerang,Channel O,CNN,E! Entertainment,Fashion TV,Fox,Fuel TV- Sports channel,M-Net,M-Net City,MTV Base,Music,Sony Max,SuperSport,SuperSport 1,SuperSport 2,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,SuperSport maximo,TBN,Zee World","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1,SuperSport,SuperSport 3,SuperSport 9,Supersport Blitz,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,SuperSport 3,Supersport Blitz,TV 2,TV1","African Magic, Zambezi Magic,Star KungFu 1,SuperSport,SuperSport 3,Supersport Blitz,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1,SuperSport 3,Supersport Blitz,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1,SuperSport,SuperSport 3,SuperSport 9,Supersport Blitz,Telemundo,Zee World,TV 2,TV1,Diamond"
60498424,Others,we only the dvd,None,,,,,
60498425,"African Magic, Zambezi Magic,M-Net Movies Zone,Parliament TV,Prime Television,Q TV,TV1,Diamond", ,"BBC Lifestyle,BBC World News,Bollywood,Boomerang,Cartoon network,CBC TV,Channel O,Discovery Channel,Mzansi,Telemundo,Zee World","African Magic, Zambezi Magic,BBC Lifestyle,BBC World News,Bollywood,Boomerang,Cartoon network,CBC TV,Channel O,Discovery Channel,M-Net Movies Zone,Mzansi,Parliament TV,Prime Television,Q TV,Telemundo,Zee World,TV1,Diamond","African Magic, Zambezi Magic,Channel O,Mzansi,Telemundo,Zee World,TV1","African Magic, Zambezi Magic,BBC Lifestyle,Channel O,Mzansi,Telemundo,Zee World,TV1","African Magic, Zambezi Magic,BBC Lifestyle,Channel O,M-Net Movies Zone,Mzansi,Telemundo,Zee World,TV1","African Magic, Zambezi Magic,BBC Lifestyle,BBC World News,Bollywood,Boomerang,Cartoon network,CBC TV,Channel O,Discovery Channel,M-Net Movies Zone,Mzansi,Parliament TV,Prime Television,Q TV,Telemundo,Zee World,TV1,Diamond"
60505067,"Disney XD,Travel Channel,TV 2,TV1", ,"African Magic, Zambezi Magic,Bollywood","Disney XD,Travel Channel,TV 2,TV1",TV1,TV1,TV1,"Disney XD,Travel Channel,TV 2,TV1"
60505068,Don't know, ,Don't know,None,,,,
60505620,"TV 2,TV1", ,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,Amnet,Animaux,BBC World News,Bloomberg,Bollywood,Boomerang,Cartoon network,CCTV News,CNN,Disney Channel,E! Entertainment,Emmanuel TV,SuperSport,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 9","African Magic, Zambezi Magic","African Magic, Zambezi Magic","African Magic, Zambezi Magic","African Magic, Zambezi Magic","African Magic, Zambezi Magic"
60506416,"African Magic, Zambezi Magic,MTV Base,Q TV,Telemundo,Trace Urban,TV 2,TV1", ,"Animal Planet,Baby TV,BBC World News,Bollywood,CCTV News,Channel O,M-Net Movies Zone,SuperSport 3,SuperSport 5,SuperSport 6,SuperSport 8","African Magic, Zambezi Magic,BBC World News,Channel O,M-Net Movies Zone,MTV Base,Q TV,Telemundo,Trace Urban,TV 2,TV1",TV1,"Q TV,TV 2","Q TV,TV 2,TV1","African Magic, Zambezi Magic,BBC World News,Channel O,M-Net Movies Zone,MTV Base,Q TV,Telemundo,Trace Urban,TV 2,TV1"
60506417,"Emmanuel TV,Others",ARK TV and ITVN,"Peace TV,SuperSport 4,SuperSport Select,TBN,Telemundo,Zee World,TV 2,TV1","Emmanuel TV,SuperSport 4,Telemundo,Zee World,TV 2,TV1,{0}","Emmanuel TV,Zee World","Emmanuel TV,Zee World","Emmanuel TV,Zee World","Emmanuel TV,SuperSport 4,Telemundo,Zee World,TV 2,TV1"
60506418,"Emmanuel TV,Q TV,TV 2,TV 3,TV1", ,"Al Jazeera,Animal Planet,BBC World News,CNN,Discovery Channel,Disney Channel,DW-TV,E Africa,Miracle Tv,M-Net,M-Net City,M-Net Edge,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,Muvi TV,Nat Geo Wild,National Geographic Channel,One Gospel,Prime Television,QTV Zambia,SABC,Sky News,Sony Max,Star Bollywood,Star Chinese 2,Star KungFu 1,Star Movies 1,Star Movies 1 +2Hrs,Startimes Sports 2,SuperSport Select,TBN,Telemundo","Emmanuel TV,Miracle Tv,National Geographic Channel,Q TV,TV 2,TV 3,TV1",TV1,"Emmanuel TV,TV1","Emmanuel TV,TV1","Emmanuel TV,National Geographic Channel,Q TV,TV 3,TV1"
60508564,"Muvi Prism Africa,Zee World", ,CNN,Zee World,Zee World,Zee World,Zee World,Zee World
60508779,None, ,"African Magic, Zambezi Magic,Emmanuel TV,Muvi TV,TV1",,,,,
60510231,"Channel Ten,Citizen TV,Iroko Play-African Movies,Iroko Plus-African Movies,Novela E1,Wap TV,Zee World", ,"Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,AMC Series,Baby TV,Bakadoli,BBC World News,Bollywood,Capital TV,Cartoon network,Emmanuel TV,E-Stars,Fox,Fox Crime,Hossana Tv,Jim Jam,Miracle Tv,Star Chinese 2,Star Novela E1,Star Novela E3,Star Series E1,Star Zone- movies,StarTimes Gospel,StarTimes Music,StarTimes SA Music,Telemundo,World Football,Zee Cinema","African Magic, Zambezi Magic,Al Jazeera,Bakadoli,Bollywood,Capital TV,Channel Ten,Citizen TV,Emmanuel TV,Iroko Play-African Movies,Iroko Plus-African Movies,Jim Jam,Novela E1,Star Novela E1,Star Novela E3,Telemundo,Wap TV,Zee Cinema,Zee World","African Magic, Zambezi Magic,Citizen TV,Emmanuel TV,Novela E1","African Magic, Zambezi Magic,Citizen TV,Emmanuel TV,Iroko Play-African Movies,Iroko Plus-African Movies,Novela E1,Wap TV","African Magic, Zambezi Magic,Citizen TV,Emmanuel TV,Iroko Play-African Movies,Iroko Plus-African Movies,Novela E1,Telemundo,Wap TV,Zee World","African Magic, Zambezi Magic,Al Jazeera,Bakadoli,Bollywood,Capital TV,Citizen TV,Emmanuel TV,Iroko Play-African Movies,Iroko Plus-African Movies,Jim Jam,Novela E1,Star Novela E1,Star Novela E3,Telemundo,Wap TV,Zee Cinema,Zee World"
60513115,"CBC TV,Muvi TV,Q TV,TV 2,TV 3,TV1", ,"African Magic, Zambezi Magic,Parliament TV,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz","Muvi TV,Parliament TV,Q TV,TV1",TV1,TV1,TV1,TV1
60514495,"E Africa,Emmanuel TV,Prime Television,QTV Zambia,SuperSport 2,SuperSport 3,SuperSport 9,Supersport Blitz,TBN,Zee World,TV 2,TV1,Diamond", ,"African Magic, Zambezi Magic,Animal Planet,BBC World News,CNN,Discovery Channel,Discovery Family,Family TV,Fashion TV,Fox,Fox Entertainment,Fox Movies,Fox Sports,Fox Sports 2,Gospel Music TV,M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,MTV Base,Muvi TV,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,North-Western TV,Sony Max,SuperSport 5,SuperSport 6,Trace Gospel,Trace Urban","African Magic, Zambezi Magic,Animal Planet,BBC World News,CNN,Discovery Channel,Discovery Family,E Africa,Emmanuel TV,Family TV,Fashion TV,Fox,Fox Entertainment,Fox Movies,Fox Sports,Gospel Music TV,M-Net,M-Net Movies Action,M-Net Movies Comedy,M-Net Movies Zone,MTV Base,Muvi TV,Nat Geo Wild,National Geographic Channel,North-Western TV,Prime Television,QTV Zambia,Sony Max,SuperSport 2,SuperSport 3,SuperSport 9,Supersport Blitz,TBN,Trace Gospel,Trace Urban,Zee World,TV 2,TV1,Diamond","Prime Television,SuperSport 3,TV1,Diamond","African Magic, Zambezi Magic,BBC World News,CNN,Muvi TV,Prime Television,SuperSport 9,TV 2,TV1,Diamond","African Magic, Zambezi Magic,CNN,Muvi TV,SuperSport 9,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Animal Planet,BBC World News,CNN,Nat Geo Wild,Prime Television,SuperSport 3,SuperSport 9,TV 2,TV1,Diamond"
60514496,"African Magic, Zambezi Magic,Zee World,TV 2,TV1,Diamond", ,"Bollywood,Emmanuel TV,M-Net,Muvi TV,SuperSport,Telemundo","African Magic, Zambezi Magic,Bollywood,Emmanuel TV,M-Net,Muvi TV,SuperSport,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Telemundo,Zee World,TV1","African Magic, Zambezi Magic,Bollywood,Emmanuel TV,M-Net,Muvi TV,Telemundo,Zee World,TV 2,TV1","African Magic, Zambezi Magic,Bollywood,Emmanuel TV,M-Net,Muvi TV,SuperSport,Telemundo,Zee World,TV 2,TV1","African Magic, Zambezi Magic,Bollywood,Emmanuel TV,M-Net,Muvi TV,SuperSport,Telemundo,Zee World,TV 2,TV1"
60514497,"African Magic, Zambezi Magic,Bollywood,Discovery Channel,Discovery Family,E! Entertainment,Emmanuel TV,M-Net,SuperSport 4,SuperSport 9,Telemundo,TV 2,TV1,Diamond", ,"1 Music,Bloomberg,Bostv,Fox,Fox Movies,Nat Geo Gold,Nat Geo Wild,Nickelodeon,Prime Television","African Magic, Zambezi Magic,Bollywood,Discovery Channel,Discovery Family,Fox,Nat Geo Gold,Nat Geo Wild,SuperSport 4,SuperSport 9,TV 2,TV1,Diamond","Fox,SuperSport 4","African Magic, Zambezi Magic,Bollywood,Discovery Channel,Discovery Family,Fox,Nat Geo Gold,Nat Geo Wild,SuperSport 4,SuperSport 9,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Bollywood,Discovery Channel,Discovery Family,Fox,Nat Geo Gold,Nat Geo Wild,SuperSport 4,SuperSport 9,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Bollywood,Discovery Channel,Discovery Family,Fox,Nat Geo Gold,Nat Geo Wild,SuperSport 4,SuperSport 9,TV 2,TV1,Diamond"
60514498,"North-Western TV,Zee World,TV 2,TV1", ,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,BET,Cartoon network,Channel O,E Africa,E! Entertainment,Emmanuel TV,Fashion TV,Football Tv,Fox,Fox Crime,Fox Entertainment,Gospel Music TV,KTN News,Life TV,M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Romance,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,Nickelodeon,Parliament TV,Peoples Weather,Q TV,Sky News,Sony Entertainment,Sony Max,Star Plus,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 9,TBN,Telemundo,TLC Entertainment,Trace Urban,True Movies 1,Universal Channel,Zuku Entertainment,Zuku Swahili Movies,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Cartoon network,Channel O,E Africa,E! Entertainment,Emmanuel TV,Fashion TV,Fox,Fox Crime,Fox Entertainment,Gospel Music TV,Life TV,M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Romance,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,Nickelodeon,North-Western TV,Parliament TV,Peoples Weather,Sony Max,Star Plus,TBN,Telemundo,Trace Urban,True Movies 1,Universal Channel,TV 2,TV1,Diamond","Fox,Nat Geo Wild,Telemundo,TV 2,TV1,Diamond","African Magic, Zambezi Magic,E! Entertainment,Emmanuel TV,M-Net Movies Action,M-Net Movies Action +,Nat Geo Wild,Sony Max,Telemundo,Trace Urban,Universal Channel,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,E Africa,E! Entertainment,Emmanuel TV,Fox,Fox Crime,M-Net Movies Action,M-Net Movies Action +,Nat Geo Wild,Sony Max,Telemundo,Trace Urban,Universal Channel,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,Channel O,E Africa,E! Entertainment,M-Net,M-Net Movies Action,Nat Geo Wild,National Geographic Channel,Telemundo,TV 2,TV1,Diamond"
60514499,"African Magic, Zambezi Magic,Animal Planet,BBC World News,Channel O,Disney XD,E! Entertainment,Fox", ,"Discovery Channel,Discovery Family,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,BBC World News,Channel O,Discovery Family,Disney XD,E! Entertainment,Telemundo,TV 2,TV1,Diamond","BBC World News,Telemundo,TV1","African Magic, Zambezi Magic,Channel O,Disney XD,Telemundo,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Channel O,Disney XD,E! Entertainment,Telemundo,TV 2,TV1,Diamond","African Magic, Zambezi Magic,BBC World News,Channel O,Discovery Family,Disney XD,E! Entertainment,Telemundo,TV 2,TV1,Diamond"
60514730,"African Movie Channel (AMC),Emmanuel TV,E-Stars,Novela E1,TV 2,TV 3,TV1", ,"AMC Series,AMC USA,B4U Movies,Baby TV,BBC Brit,BET International,Beta TV,Box,Capital TV,CCTV 9 Documentary,CCTV News,CCTV-4 (Chinese),Citizen TV,Discovery Channel,E! Entertainment,Family TV,Fox,Fox Crime,Fox Entertainment,Star Novela E1,SuperSport 1,SuperSport 2,SuperSport 4,Trace Muzik,Zuku Entertainment,Zuku Kids,Zuku Life,Zuku Movies Action,Zuku Movies Family,Zuku Movies Max,Zuku Nolly,Zuku Novella,Zuku Sports,Zuku Swahili Movies,Zuku Zone","African Movie Channel (AMC),E-Stars,Zuku Novella",Zuku Novella,"African Movie Channel (AMC),E-Stars,Zuku Novella","African Movie Channel (AMC),E-Stars,Zuku Novella",Zuku Novella
60514731,"African Magic, Zambezi Magic,Al Jazeera,Emmanuel TV,Fox Crime,Fox Entertainment,Telemundo,Trace Urban,Zee World", ,"BBC Brit,Boomerang,E! Entertainment,M-Net Movies Zone,SuperSport 1,SuperSport 2,SuperSport 3,Zee Cinema","African Magic, Zambezi Magic,E! Entertainment,Zee World",Zee World,"African Magic, Zambezi Magic","African Magic, Zambezi Magic",E! Entertainment
60514732,"African Magic, Zambezi Magic,Nickelodeon,Zee World", ,"African Movie Channel (AMC),Al Jazeera,Boomerang,Cartoon network,CNN,E! Entertainment,Emmanuel TV,ESPN,E-Stars,Euro News (English),Euro Sport News,Family TV,Fine Living Network,Food Network,M-Net Movies Action +,MTV Base","African Magic, Zambezi Magic,Al Jazeera,Boomerang,Emmanuel TV,Nickelodeon,Zee World",Zee World,Emmanuel TV,"African Magic, Zambezi Magic",Boomerang
60514733,"African Magic, Zambezi Magic,SuperSport 1,SuperSport 2,Telemundo,Zee World", ,"Boomerang,Cartoon network,E! Entertainment,Emmanuel TV,Fox Entertainment,M-Net Movies Zone,SuperSport 9","Boomerang,E! Entertainment,SuperSport 9,Telemundo,Zee World",Zee World,SuperSport 9,Boomerang,Telemundo
60514734,"African Magic, Zambezi Magic,Bloomberg,Star KungFu 1,Star Plus", ,"Star Novela E1,Diamond","Star KungFu 1,Star Novela E1,Star Plus,Diamond",Diamond,Star KungFu 1,Star Novela E1,Star Plus
60514735,"African Magic, Zambezi Magic,Sony Entertainment,SuperSport 9", ,"BBC Lifestyle,BBC World News,Boomerang,Cartoon network,E! Entertainment,Emmanuel TV,Fox Entertainment,Fox Movies,Fox Movies +2,Fox News,Fox Sports,Lifetime,M-Net Movies Action,M-Net Movies Action +,MTV,MTV Base,Music,Nat Geo Gold,Nat Geo Wild,National Geographic Channel","African Magic, Zambezi Magic,Emmanuel TV,M-Net Movies Action,M-Net Movies Action +,SuperSport 9","African Magic, Zambezi Magic,SuperSport 9",Emmanuel TV,"M-Net Movies Action,M-Net Movies Action +","M-Net Movies Action,M-Net Movies Action +"
60515239,"Parliament TV,Zee World,TV 2,TV 3,TV1", ,"African Magic, Zambezi Magic,BBC Lifestyle,BBC World News,CCTV News,Echo TV","Zee World,TV 2,TV1","Zee World,TV 2,TV1","Zee World,TV 2,TV1","Zee World,TV 2,TV1","Zee World,TV 2,TV1"
60515240,Zee World, ,"African Magic, Zambezi Magic,Emmanuel TV,M-Net Movies Action,Nat Geo Gold,SuperSport 1,SuperSport 3,TV 2,TV1","Zee World,TV1","Zee World,TV1","Zee World,TV1","Zee World,TV1","Zee World,TV1"
60515241,"M-Net Movies Action,Nat Geo Wild,National Geographic Channel,TV 2,TV 3,TV1", ,"SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Trace Gospel","Nat Geo Wild,National Geographic Channel,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Trace Gospel,TV 2,TV 3,TV1","SuperSport 3,TV1","SuperSport 3,TV1","National Geographic Channel,SuperSport 1,SuperSport 3,TV 2,TV 3,TV1","National Geographic Channel,SuperSport 1,SuperSport 3,TV 2,TV 3,TV1"
60515242,Zee World, ,"African Magic, Zambezi Magic,Emmanuel TV,Muvi TV,TV 2",Zee World,Zee World,Zee World,Zee World,Zee World
60515243,"TV 2,TV1", ,SuperSport 1,"SuperSport 1,TV 2,TV1",TV1,"SuperSport 1,TV 2,TV1","SuperSport 1,TV 2,TV1","SuperSport 1,TV 2,TV1"
60515244,"TV 2,TV1", ,"African Magic, Zambezi Magic,Al Jazeera,Amnet,Animaux,Baby TV,BBC Lifestyle,BBC World News,BET International,CCTV News,Channel O,CNBC,Crime + Investigation,DW-TV,Emmanuel TV,Fashion TV,Trace Urban","Channel O,Trace Urban,TV1","Channel O,Trace Urban,TV1","Channel O,Trace Urban,TV1","Channel O,Trace Urban,TV1","Channel O,Trace Urban,TV1"
60515245,"Channel O,Nickelodeon,Zee World", ,"Africa Unite,African Magic, Zambezi Magic,Al Jazeera,BBC World News,Bloomberg,Cartoon network,CNN,Crime + Investigation,Discovery Channel,E Africa,Emmanuel TV,Fashion TV,TV 2,TV 3,TV1","Channel O,Nickelodeon,Zee World,TV 2,TV1",Nickelodeon,"Channel O,Nickelodeon,Zee World,TV 2,TV1","Channel O,Nickelodeon,Zee World,TV 2,TV1","Channel O,Nickelodeon,Zee World,TV 2,TV1"
60515246,"Muvi TV,TV1", ,"Africa Unite,Al Jazeera,Animal Planet,BBC Lifestyle,BBC World News,DW-TV,Emmanuel TV,Hope Channel","Emmanuel TV,Hope Channel,Muvi TV,TV1",TV1,TV1,Hope Channel,Muvi TV
60515247,"SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,TBN,Zee World,TV1", ,"African Magic, Zambezi Magic,BBC World News,Channel O,E! Entertainment,Emmanuel TV,MTV Base,Nat Geo Wild,National Geographic Channel,One Gospel,Sky News,Smash Hits,SuperSport 5,SuperSport 8,SuperSport 9,Supersport Blitz","African Magic, Zambezi Magic,BBC World News,National Geographic Channel,One Gospel,Sky News,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 8,SuperSport 9,Zee World,TV1","BBC World News,National Geographic Channel,One Gospel,Sky News,SuperSport 3,TV1","BBC World News,One Gospel,Sky News,SuperSport 3,TV1","BBC World News,One Gospel,Sky News,SuperSport 3,TV1",Zee World
