SbjNum,TOM - Radio Spontaneous Awareness,Other Mentions - Radio Spontaneous Awareness,Radio Prompted Awareness,Total Awareness,Ever Listened to Radio,Radio Listeners (Yesterday),Radio Listeners (P7D - Past 7 Days),Radio Listeners (P4W) - Past 4 Weeks,Radio Listeners (P12M) - Past 12 Months
60560267,,,"Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun FMFM,Ngoma fm,BBC,Chimwemwe,Phoenix,Q FM,Yar,","Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun FMFM,Ngoma fm,BBC,Chimwemwe,Phoenix,Q FM,Yar,","BBC,Icengelo,Radio 1,Radio Christian Voice,","Radio 1,","Radio 1,","Radio 1,","BBC,Icengelo,Radio 1,Radio Christian Voice,"
60560376,,,"Flava FM,Icengelo,Iwave,Jive,Kokoliko,Phoenix,Q FM,Radio 2,Radio 4,Radio Christian Voice,Sun FMFM,Yar, ","Flava FM,Icengelo,Iwave,Jive,Kokoliko,Phoenix,Q FM,Radio 2,Radio 4,Radio Christian Voice,Sun FMFM,Yar, ","Icengelo,Phoenix,Sun FM",,Icengelo,"Icengelo,Phoenix,Sun FM","Icengelo,Phoenix,Sun FM"
60560778,,,"Icengelo,Radio 1,Radio 2,Radio 4, Chimwemwe,Phoenix,","Icengelo,Radio 1,Radio 2,Radio 4, Chimwemwe,Phoenix,","Icengelo,Phoenix,Radio 1,Radio 2,Radio 4","Icengelo,Phoenix,Radio 1,Radio 2,Radio 3","Icengelo,Radio 1,Radio 2,Radio 3","Radio 1,Radio 2,Radio 3","Icengelo,Phoenix,Radio 2,Radio 4"
60560909,,,"Mazabuka,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,Komboni Radio,BBC,Byta,Chikuni,Choma Maano,Mosi-0-Tunya,Parliament,Q FM,SKY,","Mazabuka,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,Komboni Radio,BBC,Byta,Chikuni,Choma Maano,Mosi-0-Tunya,Parliament,Q FM,SKY,","BBC,Mazabuka,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,",,nan,,"Mazabuka,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,"
60560910,,,"Chikuni,Mazabuka,Radio 1,Radio 2,Radio 4, BBC,Choma Maano,Kariba,SKY,Radio 1,Radio 2,Radio 4,","Chikuni,Mazabuka,Radio 1,Radio 2,Radio 4, BBC,Choma Maano,Kariba,SKY,Radio 1,Radio 2,Radio 4,","BBC,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 1,Radio 2,Radio 4,",,Mazabuka,Mazabuka,"BBC,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 1,Radio 2"
60561650,,,"Icengelo,Radio 2,Radio 4,Radio Christian Voice,Yar, Baptist Faith,BBC,Chimwemwe,Flava FM,Kokoliko,Parliament,Phoenix,Q FM,Radio 1,Rise FM,Sun FMFM,Radio 1,Radio 2,Radio 4,","Icengelo,Radio 2,Radio 4,Radio Christian Voice,Yar, Baptist Faith,BBC,Chimwemwe,Flava FM,Kokoliko,Parliament,Phoenix,Q FM,Radio 1,Rise FM,Sun FMFM,Radio 1,Radio 2,Radio 4,","Kokoliko,Parliament,Radio 1,Radio 2,Radio Christian Voice,Yar,Radio 1,Radio 2,Radio 4",,Radio 1,Radio 1,"Kokoliko,Parliament,Radio 2,Yar"
60561765,,,"Kokoliko,Ngoma fm,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,","Kokoliko,Ngoma fm,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,","Kokoliko,,",,nan,,"Kokoliko,"
60562093,,,"BBC,Komboni Radio,Radio 1,Radio 4, Millennium,Q FM,Yatsani, Yangeni FM,Radio 1,Radio 2,","BBC,Komboni Radio,Radio 1,Radio 4, Millennium,Q FM,Yatsani, Yangeni FM,Radio 1,Radio 2,","BBC,Komboni Radio,Millennium,Radio 1,Radio 4",,Komboni Radio,"Komboni Radio,Radio 3","Komboni Radio,Millennium,Radio 4"
60562094,,,"Radio 1,Radio 2,Radio 4, BBC,","Radio 1,Radio 2,Radio 4, BBC,",BBC,BBC,BBC,BBC,BBC
60562095,,,"Komboni Radio,Radio 2,Radio 4, Radio Christian Voice,Radio 1,","Komboni Radio,Radio 2,Radio 4, Radio Christian Voice,Radio 1,","Komboni Radio,Radio 1,",,Komboni Radio,Komboni Radio,"Komboni Radio,Radio 1"
60562096,,,"Komboni Radio,Millennium,Radio 4, Kafue,","Komboni Radio,Millennium,Radio 4, Kafue,",Komboni Radio,Komboni Radio,Komboni Radio,Komboni Radio,Komboni Radio
60562097,,,"Komboni Radio,Radio 1,Radio 2,Radio 4, Radio 1,","Komboni Radio,Radio 1,Radio 2,Radio 4, Radio 1,",Radio 1,Radio 1,Radio 1,Radio 1,Radio 1
60562098,,,"Komboni Radio,Radio 1,Radio 2,Radio 4, Kafue,","Komboni Radio,Radio 1,Radio 2,Radio 4, Kafue,",Komboni Radio,Komboni Radio,Komboni Radio,Komboni Radio,Komboni Radio
60562099,,,"Phoenix,Radio 1,Radio 2,Radio 4, Kafue,Komboni Radio,","Phoenix,Radio 1,Radio 2,Radio 4, Kafue,Komboni Radio,",Radio 1,Radio 1,Radio 1,Radio 1,Radio 1
60562100,,,"Kafue, Komboni Radio,Radio Christian Voice,","Kafue, Komboni Radio,Radio Christian Voice,",Komboni Radio,Komboni Radio,Komboni Radio,Komboni Radio,Komboni Radio
60562101,,,"Kafue,Komboni Radio,Q FM,Radio 1,Radio 2,Radio 4, 5FM,","Kafue,Komboni Radio,Q FM,Radio 1,Radio 2,Radio 4, 5FM,",Kafue,Kafue,Kafue,Kafue,Kafue
60562109,,,"Chimwemwe,Icengelo,Radio 1,Radio Christian Voice,Sun FMFM, Jive,Phoenix,Radio 2,Radio 4,","Chimwemwe,Icengelo,Radio 1,Radio Christian Voice,Sun FMFM, Jive,Phoenix,Radio 2,Radio 4,","Chimwemwe,Icengelo,Jive,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Sun FM,",Phoenix,Radio 1,Radio 1,Icengelo
60562227,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2, ","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2, ","Lutanda,Kwithu FM,Radio Mano,Radio 2","Lutanda,Kwithu FM,Radio Mano","Lutanda,Kwithu FM,Radio Mano","Lutanda,Kwithu FM,Radio Mano,Radio 1","Lutanda,Kwithu FM,Radio Mano,Radio 2"
60562228,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2, Parliament,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2, Parliament,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1,Radio 2,Radio Christian Voice",Radio Mano,"Lutanda,Kwithu FM,Radio Mano","Lutanda,Kwithu FM,Radio Mano,Nothern FM","Lutanda,Kwithu FM,Radio Mano,Nothern FM"
60562229,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1,Radio 2,Radio Christian Voice, BBC,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1,Radio 2,Radio Christian Voice, BBC,","Radio Mano,Radio 2,",,"Radio Mano,Radio 1","Radio Mano,Radio 1","Radio Mano,Radio 2"
60562230,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1, ","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1, ","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1",,nan,,"Lutanda,Kwithu FM,Radio Mano"
60562231,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio Christian Voice, BBC,Radio 4,Radio 1,Radio 2,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio Christian Voice, BBC,Radio 4,Radio 1,Radio 2,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,",,nan,Radio Mano,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1"
60562232,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,","Lutanda,Kwithu FM,Radio Mano,Radio 1","Lutanda,Kwithu FM","Lutanda,Kwithu FM,Radio Mano","Lutanda,Kwithu FM,Radio Mano,Radio 1","Lutanda,Kwithu FM,Radio Mano,Radio 1"
60562800,,,"Flava FM,Icengelo,Kokoliko,Radio 1, BBC,","Flava FM,Icengelo,Kokoliko,Radio 1, BBC,","Flava FM,Icengelo,Kokoliko",Icengelo,Icengelo,"Flava FM,Icengelo","Flava FM,Icengelo"
60563529,,,"5FM,Ama,Radio Christian Voice,Evelyn, Hone,Komboni Radio,Millennium,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Rock FM,UNZA Radio,Yatsani, Yangeni FM,Radio 1, BBC,Chongwe,Comet 10,Hot,Joy,Kafue,Metro FM,Modern voice,One Love,Pan African,Radio Christian Voice,Roots,Radio 2,Radio 4,Radio 1,","5FM,Ama,Radio Christian Voice,Evelyn, Hone,Komboni Radio,Millennium,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Rock FM,UNZA Radio,Yatsani, Yangeni FM,Radio 1, BBC,Chongwe,Comet 10,Hot,Joy,Kafue,Metro FM,Modern voice,One Love,Pan African,Radio Christian Voice,Roots,Radio 2,Radio 4,Radio 1,","5FM,Ama,BBC,Chongwe,Radio Christian Voice,Comet 10,Evelyn, Hone,Hot,Joy,Kafue,Komboni Radio,Metro FM,Millennium,Modern voice,One Love,Pan African,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rock FM,Roots,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,Radio 1","Komboni Radio,UNZA Radio","Komboni Radio,Unza","Chongwe,Radio Christian Voice,Evelyn, Hone,Hot,Joy,Kafue,Komboni Radio,Millennium,Q FM,Radio 1,Radio 2,Radio Christian Voice,Roots,UNZA Radio,Yatsani, Yangeni FM","5FM,Ama,BBC,Chongwe,Radio Christian Voice,Comet 10,Evelyn, Hone,Hot,Joy,Kafue,Komboni Radio,Metro FM,Millennium,Modern voice,One Love,Pan African,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rock FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rock FM,Roots,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,Radio 1"
60563620,,,"Phoenix, Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Phoenix, Radio 1,Radio 2,Radio 4,Radio Christian Voice,",Radio 2,,Radio 1,Radio 1,Radio 2
60563621,,,"Radio Christian Voice, BBC,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","Radio Christian Voice, BBC,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","Phoenix,Radio Christian Voice,",,"Phoenix,Radio Christian Voice","Phoenix,Radio Christian Voice","Phoenix,Radio Christian Voice"
60563622,,,"KNC,Radio 1,Radio Christian Voice, Phoenix,Q FM,Radio 2,Radio 4,","KNC,Radio 1,Radio Christian Voice, Phoenix,Q FM,Radio 2,Radio 4,","Radio 1,Radio Christian Voice,",,"Radio 1,Radio Christian Voice","Radio 1,Radio Christian Voice","Radio 1,Radio Christian Voice"
60563623,,,"Phoenix,Radio 1,Radio 2,Radio Christian Voice, KNC,5FM,Q FM,Radio 4,","Phoenix,Radio 1,Radio 2,Radio Christian Voice, KNC,5FM,Q FM,Radio 4,","Phoenix,Radio 2,Radio Christian Voice",Radio Christian Voice,Radio Christian Voice,"Phoenix,Radio 2,Radio Christian Voice","Phoenix,Radio 2,Radio Christian Voice"
60563624,,,"Phoenix,Radio 1,Radio Christian Voice, Radio 2,Radio 4,","Phoenix,Radio 1,Radio Christian Voice, Radio 2,Radio 4,",Radio 2,,nan,,Radio 2
60563625,,,"Phoenix,Radio 1,Radio 2,Radio 4, Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Phoenix,Radio 1,Radio 2,Radio 4, Radio 1,Radio 2,Radio 4,Radio Christian Voice,",Radio 1,,Radio 1,Radio 1,Radio 1
60563626,,,"KNC,Mkushi FM, Money FM,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Phoenix,","KNC,Mkushi FM, Money FM,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Phoenix,","KNC,Radio Christian Voice,",Radio Christian Voice,"KNC,Radio Christian Voice","KNC,Radio Christian Voice","KNC,Radio Christian Voice"
60563627,,,"Radio 1,Radio 2, ","Radio 1,Radio 2, ","Radio 1,Radio 2,",,nan,Radio 1,"Radio 1,Radio 2"
60563628,,,"KNC,Radio Christian Voice, Radio 1,Radio 2,Radio 4,","KNC,Radio Christian Voice, Radio 1,Radio 2,Radio 4,","KNC,Radio 1,Radio Christian Voice",,nan,,"Radio 1,Radio Christian Voice"
60563629,,,"KNC, Phoenix,Radio 1,Radio 2,Radio 4,","KNC, Phoenix,Radio 1,Radio 2,Radio 4,","KNC,Radio 1,",,"KNC,Radio 1","KNC,Radio 1","KNC,Radio 1"
60564342,,,"Mazabuka,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Radio 1,Radio 4, BBC,Byta,Chikuni,Falls,Kariba,Sun FMFM, FM,Zambezi,Radio 2,","Mazabuka,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Radio 1,Radio 4, BBC,Byta,Chikuni,Falls,Kariba,Sun FMFM, FM,Zambezi,Radio 2,","BBC,Chikuni,Falls,Kariba,Mazabuka,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4",,nan,,"BBC,Chikuni,Falls,Kariba,Mazabuka,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4"
60564875,,,"FCC Solwezi,New Generation,Parliament,Radio 1,Radio 2,Radio 4, Kabangabanga,Radio Christian Voice,","FCC Solwezi,New Generation,Parliament,Radio 1,Radio 2,Radio 4, Kabangabanga,Radio Christian Voice,","FCC Solwezi,Parliament,Radio 2,Radio Christian Voice,","FCC Solwezi,Radio 1","FCC Solwezi,Parliament,Radio 2,Radio Christian Voice","FCC Solwezi,Parliament,Radio 2,Radio Christian Voice","FCC Solwezi,Parliament,Radio 2,Radio Christian Voice"
60564876,,,"FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice, ","FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice, ","FCC Solwezi,Kabangabanga,Parliament","FCC Solwezi,Kabangabanga,Parliament","FCC Solwezi,Kabangabanga,Parliament","FCC Solwezi,Kabangabanga,Parliament","FCC Solwezi,Kabangabanga,Parliament"
60564877,,,"FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Parliament,","FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Parliament,",FCC Solwezi,,FCC Solwezi,FCC Solwezi,FCC Solwezi
60564878,,,"FCC Solwezi,New Generation, Kabangabanga,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","FCC Solwezi,New Generation, Kabangabanga,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Kabangabanga,New Generation,Radio 1",,"Kabangabanga,New Generation,Radio 1","Kabangabanga,New Generation,Radio 1","Kabangabanga,New Generation,Radio 1"
60564879,,,"FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio 4, Radio Christian Voice,","FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio 4, Radio Christian Voice,","FCC Solwezi,Kabangabanga,New Generation",New Generation,"FCC Solwezi,Kabangabanga,New Generation","FCC Solwezi,Kabangabanga,New Generation","FCC Solwezi,Kabangabanga,New Generation"
60564880,,,"FCC Solwezi,Kabangabanga,Radio 1,Radio 2,Radio 4, New Generation,Parliament,Radio Christian Voice,","FCC Solwezi,Kabangabanga,Radio 1,Radio 2,Radio 4, New Generation,Parliament,Radio Christian Voice,","FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",,"Kabangabanga,Radio Christian Voice","Kabangabanga,Radio Christian Voice","Kabangabanga,Radio Christian Voice"
60565711,,,"Icengelo,Phoenix,Radio 1,Radio 4,Yar, BBC,Flava FM,Kokoliko,Parliament,Q FM,Radio 2,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","Icengelo,Phoenix,Radio 1,Radio 4,Yar, BBC,Flava FM,Kokoliko,Parliament,Q FM,Radio 2,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","BBC,Phoenix,Radio Christian Voice,Yar,Radio 1,Radio 2,",Yar,"Yar,Radio 1,Radio 1","Radio Christian Voice,Yar,Radio 1,Radio 1","BBC,Phoenix,Radio Christian Voice,Yar,Radio 1,Radio 2"
60566078,,,"Komboni Radio,Radio 1, BBC,Kafue,Radio 1,Radio 2,Radio 4,","Komboni Radio,Radio 1, BBC,Kafue,Radio 1,Radio 2,Radio 4,","BBC,Komboni Radio,Radio 1",,Komboni Radio,"Komboni Radio,Radio 1","Komboni Radio,Radio 1"
60566079,,,"Komboni Radio,Radio 1,Yatsani, Yangeni FM, Radio Christian Voice,Millennium,Radio 2,Radio 4,","Komboni Radio,Radio 1,Yatsani, Yangeni FM, Radio Christian Voice,Millennium,Radio 2,Radio 4,","Komboni Radio,Radio 1,Radio 2,Yatsani, Yangeni FM,","Komboni Radio,Radio 1,Radio 2,Yatsani, Yangeni FM","Komboni Radio,Radio 1,Radio 2,Yatsani,Yangeni FM","Komboni Radio,Radio 1,Radio 2,Yatsani, Yangeni FM","Komboni Radio,Radio 1,Radio 2,Yatsani, Yangeni FM"
60566403,,,"Joy,Komboni Radio,Millennium, Ama,Radio Christian Voice,Evelyn, Hone,Hot,Pan African,Phoenix,Radio Christian Voice,Rock FM,","Joy,Komboni Radio,Millennium, Ama,Radio Christian Voice,Evelyn, Hone,Hot,Pan African,Phoenix,Radio Christian Voice,Rock FM,","Radio Christian Voice,Hot,Komboni Radio",,Komboni Radio,Komboni Radio,Komboni Radio
60566478,,,"Komboni Radio,Radio 2, 5FM,Radio Christian Voice,Evelyn, Hone,Pan African,Phoenix,Q FM,Radio Christian Voice,Radio 1,Radio 2,","Komboni Radio,Radio 2, 5FM,Radio Christian Voice,Evelyn, Hone,Pan African,Phoenix,Q FM,Radio Christian Voice,Radio 1,Radio 2,","Komboni Radio,Radio 2,",Komboni Radio,Komboni Radio,"Komboni Radio,Radio 1","Komboni Radio,Radio 2"
60566479,,,"Millennium,UNZA Radio,Radio 2,Radio 4,5FM,BBC,Hot,Joy,Komboni Radio,Phoenix,Power,Q FM,Radio Christian Voice,","Millennium,UNZA Radio,Radio 2,Radio 4,5FM,BBC,Hot,Joy,Komboni Radio,Phoenix,Power,Q FM,Radio Christian Voice,","Millennium,Radio 4,",,nan,Radio 2,Radio 4
60566480,,,"Komboni Radio,Radio Christian Voice, 5FM,Hot,Millennium,Phoenix,Q FM,","Komboni Radio,Radio Christian Voice, 5FM,Hot,Millennium,Phoenix,Q FM,","Hot,Komboni Radio,Millennium,Phoenix,Q FM,Radio Christian Voice,",Komboni Radio,Komboni Radio,"Komboni Radio,Millennium,Phoenix,Q FM,Radio Christian Voice","Hot,Komboni Radio,Millennium,Phoenix,Q FM,Radio Christian Voice"
60566481,,,"Hot,Komboni Radio,Phoenix,Power,Q FM, Radio 1,Radio Christian Voice,UNZA Radio,","Hot,Komboni Radio,Phoenix,Power,Q FM, Radio 1,Radio Christian Voice,UNZA Radio,","Hot,Komboni Radio,Q FM",Hot,Hot,"Hot,Komboni Radio,Q FM","Hot,Komboni Radio,Q FM"
60567058,,,"BBC,Radio Christian Voice,Komboni Radio,Millennium,One Love,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,United Voice,UNZA Radio,Yatsani, Yangeni FM, 5FM,Parliament,Rock FM,","BBC,Radio Christian Voice,Komboni Radio,Millennium,One Love,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,United Voice,UNZA Radio,Yatsani, Yangeni FM, 5FM,Parliament,Rock FM,","5FM,Radio Christian Voice,Komboni Radio,Millennium,One Love,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,United Voice,UNZA Radio,Yatsani, Yangeni FM,","Radio Christian Voice,Komboni Radio,Yatsani, Yangeni FM","Radio Christian Voice,Komboni Radio,One Love,Q FM,United Voice,Yatsani,Yangeni FM","Radio Christian Voice,Komboni Radio,One Love,Phoenix,Q FM,Radio 4,United Voice,UNZA Radio,Yatsani, Yangeni FM","Radio Christian Voice,Komboni Radio,Millennium,One Love,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,United Voice,UNZA Radio,Yatsani, Yangeni FM"
60567059,,,"Radio Christian Voice,Komboni Radio,Radio 1,Radio 2,Radio 4, Parliament,Q FM,UNZA Radio,","Radio Christian Voice,Komboni Radio,Radio 1,Radio 2,Radio 4, Parliament,Q FM,UNZA Radio,","Radio Christian Voice,Komboni Radio,Radio 1,UNZA Radio,",,Komboni Radio,"Komboni Radio,Radio 1","Radio Christian Voice,Komboni Radio,Radio 1,UNZA Radio"
60567060,,,"Radio Christian Voice,Komboni Radio, Radio 1,Radio 2,UNZA Radio,","Radio Christian Voice,Komboni Radio, Radio 1,Radio 2,UNZA Radio,","Radio Christian Voice,Komboni Radio,Radio 1,Radio 2,UNZA Radio",Radio 1,Radio 1,"Radio Christian Voice,Komboni Radio,Radio 1","Radio Christian Voice,Komboni Radio,Radio 1,Radio 2,UNZA Radio"
60567061,,,"5FM,Evelyn, Hone,Hot,Phoenix,Radio 4,Radio Christian Voice, Komboni Radio,Parliament,Q FM,Radio 1,Radio 2,Rock FM,UNZA Radio,","5FM,Evelyn, Hone,Hot,Phoenix,Radio 4,Radio Christian Voice, Komboni Radio,Parliament,Q FM,Radio 1,Radio 2,Rock FM,UNZA Radio,","5FM,Hot,Phoenix",,"5FM,Hot,Phoenix","5FM,Hot,Phoenix","5FM,Hot,Phoenix"
60567062,,,"Komboni Radio,Q FM,Radio 2,Radio 4,UNZA Radio, 5FM,Radio Christian Voice,","Komboni Radio,Q FM,Radio 2,Radio 4,UNZA Radio, 5FM,Radio Christian Voice,","5FM,Radio Christian Voice,Komboni Radio,Q FM,Radio 2,Radio 4,UNZA Radio",Q FM,"Komboni Radio,Q FM,Radio 3","Komboni Radio,Q FM,Radio 3","Komboni Radio,Q FM,Radio 2"
60567063,,,"Komboni Radio, 5FM,BBC,Radio Christian Voice,Hot,Millennium,Phoenix,Radio 1,Radio 2,Radio 4,","Komboni Radio, 5FM,BBC,Radio Christian Voice,Hot,Millennium,Phoenix,Radio 1,Radio 2,Radio 4,","Hot,Komboni Radio,",,Komboni Radio,Komboni Radio,Komboni Radio
60567064,,,"Radio Christian Voice,Hot,Komboni Radio,Radio 1,Radio 2, 5FM,Millennium,Parliament,Phoenix,Q FM,Radio 4,UNZA Radio,Yatsani, Yangeni FM,","Radio Christian Voice,Hot,Komboni Radio,Radio 1,Radio 2, 5FM,Millennium,Parliament,Phoenix,Q FM,Radio 4,UNZA Radio,Yatsani, Yangeni FM,","Komboni Radio,Millennium,Radio 1,Radio 2,",,Radio 1,"Komboni Radio,Millennium,Radio 1","Komboni Radio,Millennium,Radio 1"
60567070,,,"Mkushi FM, Money FM, Radio 1,Radio Christian Voice,","Mkushi FM, Money FM, Radio 1,Radio Christian Voice,","Mkushi FM, Money FM",,"Mkushi FM,Money FM","Mkushi FM, Money FM","Mkushi FM, Money FM"
60567071,,,"Mkushi FM, Money FM, KNC,Radio 1,Radio 2,Radio Christian Voice,","Mkushi FM, Money FM, KNC,Radio 1,Radio 2,Radio Christian Voice,","KNC,Mkushi FM, Money FM,Radio 1,Radio 2,",Radio 1,"Mkushi FM,Money FM,Radio 1","KNC,Mkushi FM, Money FM,Radio 1,Radio 1","KNC,Mkushi FM, Money FM,Radio 1,Radio 2"
60567072,,,"KNC,Mkushi FM, Money FM, Radio 2,Radio 4,","KNC,Mkushi FM, Money FM, Radio 2,Radio 4,","Mkushi FM, Money FM","Mkushi FM, Money FM","Mkushi FM,Money FM","Mkushi FM, Money FM","Mkushi FM, Money FM"
60567073,,,"KNC, Mkushi FM, Money FM,Radio 2,","KNC, Mkushi FM, Money FM,Radio 2,","KNC,Radio 2,",KNC,"KNC,Radio 1","KNC,Radio 1","KNC,Radio 2"
60567074,,," KNC,Mkushi FM, Money FM,Radio 1,Radio 2,Radio 4,"," KNC,Mkushi FM, Money FM,Radio 1,Radio 2,Radio 4,","Mkushi FM, Money FM,Radio 1,",,nan,Radio 1,"Mkushi FM, Money FM,Radio 1"
60567075,,,"KNC,Mkushi FM, Money FM, ","KNC,Mkushi FM, Money FM, ","KNC,Mkushi FM, Money FM,","KNC,Mkushi FM, Money FM","KNC,Mkushi FM,Money FM","KNC,Mkushi FM, Money FM","KNC,Mkushi FM, Money FM"
60567076,,,"Mkushi FM, Money FM, KNC,Power,Radio 1,Radio 2,Radio Christian Voice,","Mkushi FM, Money FM, KNC,Power,Radio 1,Radio 2,Radio Christian Voice,","Mkushi FM, Money FM,Radio 1,Radio 2",Radio 1,"Mkushi FM,Money FM",,Radio 2
60567077,,,"Mkushi FM, Money FM,Radio 1,Radio 4, KNC,BBC,Power,Radio 2,Radio Christian Voice,","Mkushi FM, Money FM,Radio 1,Radio 4, KNC,BBC,Power,Radio 2,Radio Christian Voice,","Mkushi FM, Money FM","Mkushi FM, Money FM","Mkushi FM,Money FM","Mkushi FM, Money FM","Mkushi FM, Money FM"
60567078,,,"Mkushi FM, Money FM, Radio 1,Radio 2,Radio 4,","Mkushi FM, Money FM, Radio 1,Radio 2,Radio 4,","Mkushi FM, Money FM,Radio 1,Radio 2",,nan,"Mkushi FM, Money FM,Radio 1,Radio 2","Mkushi FM, Money FM,Radio 1,Radio 2"
60567079,,,"Mkushi FM, Money FM, Radio 1,Radio 2,","Mkushi FM, Money FM, Radio 1,Radio 2,","Mkushi FM, Money FM,Radio 1,Radio 2","Mkushi FM, Money FM","Mkushi FM,Money FM,Radio 1,Radio 1","Mkushi FM, Money FM,Radio 1,Radio 2","Mkushi FM, Money FM,Radio 1,Radio 2"
60567080,,,"Mkushi FM, Money FM, Radio 1,","Mkushi FM, Money FM, Radio 1,","Mkushi FM, Money FM,Radio 1,","Mkushi FM, Money FM,Radio 1","Mkushi FM,Money FM,Radio 1","Mkushi FM, Money FM,Radio 1","Mkushi FM, Money FM,Radio 1"
60567100,,,"Phoenix,Radio 1,Radio 2, KNC,BBC,Mkushi FM, Money FM,Radio 4,Radio Christian Voice,","Phoenix,Radio 1,Radio 2, KNC,BBC,Mkushi FM, Money FM,Radio 4,Radio Christian Voice,","KNC,Mkushi FM, Money FM,","Mkushi FM, Money FM","KNC,Mkushi FM,Money FM","KNC,Mkushi FM, Money FM","KNC,Mkushi FM, Money FM"
60567101,,,"Radio 1,Radio 2, KNC,Mkushi FM, Money FM,","Radio 1,Radio 2, KNC,Mkushi FM, Money FM,","Mkushi FM, Money FM,Radio 2,",,nan,Radio 1,"Mkushi FM, Money FM,Radio 2"
